hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,10,2015,October,41,9,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,137.33604485187757,0,1,Check-Out,2025-02-26
City Hotel,0,107,2016,April,15,8,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,1.0,,34,Transient-Party,56.03610558073465,0,1,Check-Out,2025-07-07
City Hotel,1,177,2017,March,12,24,2,6,2,0.0,0,BB,ARE,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9.0,,0,Transient,79.42298800297908,0,0,Canceled,2024-10-24
City Hotel,0,122,2017,March,10,6,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,2,No Deposit,37.0,,0,Transient-Party,64.80167709046707,0,0,Check-Out,2025-03-06
City Hotel,0,217,2016,July,28,8,0,1,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,83.24024020582762,0,1,Check-Out,2024-10-17
City Hotel,0,35,2016,January,4,22,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,118.0,,0,Transient,0.0,0,0,Check-Out,2025-05-04
Resort Hotel,0,1,2015,November,45,7,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,330.0,,0,Transient,31.613699814473794,0,0,Check-Out,2025-07-28
City Hotel,0,8,2015,August,34,19,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,40.0,0,Transient,69.50758417605616,0,0,Check-Out,2025-06-30
City Hotel,1,253,2017,April,17,28,2,2,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,81.39863633799801,0,0,Canceled,2025-02-26
City Hotel,1,174,2017,August,33,18,2,5,2,1.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,208.7711007424796,0,0,Canceled,2024-09-14
City Hotel,1,119,2016,March,13,20,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,41.0,,22,Transient,87.6980591904395,0,0,Canceled,2025-04-08
City Hotel,1,111,2016,March,10,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,154.0,,28,Transient,66.60693195405955,0,0,Canceled,2024-11-11
City Hotel,1,3,2017,June,22,1,0,1,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10.0,,0,Transient,102.62017318911174,0,0,Canceled,2025-02-04
City Hotel,1,132,2016,October,42,15,2,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.33227647919057,0,0,Canceled,2024-12-25
Resort Hotel,1,90,2017,August,32,7,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,192.93433069824817,0,1,Canceled,2024-11-10
City Hotel,0,49,2016,November,45,3,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.75056626559332,0,1,Check-Out,2025-05-24
Resort Hotel,0,30,2016,April,17,19,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,E,E,0,No Deposit,273.0,,0,Transient-Party,75.87685729768917,0,0,Check-Out,2025-07-07
City Hotel,0,30,2016,October,41,5,0,2,2,0.0,0,BB,EGY,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.94912846350624,0,1,Check-Out,2025-01-07
City Hotel,1,316,2015,August,33,10,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,54.64706156296435,0,0,Canceled,2025-03-16
Resort Hotel,0,16,2016,November,46,7,1,5,2,0.0,0,BB,ROU,Direct,Direct,0,0,0,E,F,1,No Deposit,250.0,,0,Transient,75.46211465291837,0,2,Check-Out,2025-05-20
City Hotel,0,171,2016,July,31,28,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9.0,,0,Transient,132.2154677971521,0,1,Check-Out,2025-02-22
City Hotel,0,26,2017,March,12,19,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,99.08950641273194,0,0,Check-Out,2025-08-22
Resort Hotel,1,200,2017,May,18,4,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,55.65781179231844,0,1,Canceled,2025-05-12
City Hotel,0,46,2016,September,38,14,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,281.0,,0,Transient-Party,126.26528547809401,0,0,Check-Out,2025-09-07
City Hotel,1,61,2016,May,22,27,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,107.11803876124583,0,0,Canceled,2025-06-30
City Hotel,1,114,2017,May,19,10,2,4,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,161.16342067261505,0,0,Canceled,2025-02-02
City Hotel,1,269,2016,October,42,12,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,98.0,,0,Transient,122.5179818820311,0,0,Canceled,2025-02-28
Resort Hotel,0,130,2016,August,32,4,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,244.12871679470365,1,1,Check-Out,2025-03-16
City Hotel,1,274,2016,October,42,9,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,110.01595580275549,0,0,Canceled,2024-12-29
City Hotel,0,1,2016,April,17,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,,40.0,0,Transient-Party,71.30540434736885,1,0,Check-Out,2025-01-04
Resort Hotel,1,91,2016,June,23,3,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,147.0,,0,Transient,65.26131902526788,0,1,Canceled,2024-12-24
City Hotel,0,10,2016,December,53,30,0,2,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,A,A,3,No Deposit,,,0,Transient,120.62023760921772,0,3,Check-Out,2025-01-16
City Hotel,1,85,2015,September,39,26,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,153.5796253691948,0,0,Canceled,2025-05-30
City Hotel,0,21,2015,September,38,16,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,9.0,,0,Contract,106.44412896472579,0,2,Check-Out,2025-09-07
City Hotel,0,164,2017,July,26,1,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.25555723563724,0,1,Check-Out,2024-10-18
City Hotel,0,0,2015,September,39,26,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,174.7182341592538,0,0,Check-Out,2024-11-08
Resort Hotel,0,181,2016,April,16,16,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40.0,,0,Transient,35.74657624009101,0,0,Check-Out,2025-02-16
City Hotel,1,362,2016,March,13,21,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,69.34944262130212,0,0,Canceled,2025-07-14
City Hotel,1,25,2017,June,22,1,4,10,2,0.0,0,BB,ARE,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,144.25754255127777,0,0,Canceled,2025-01-17
City Hotel,0,4,2016,May,21,21,1,1,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,No Deposit,3.0,,0,Transient-Party,80.22116138553322,0,1,Check-Out,2024-12-08
City Hotel,1,310,2016,October,40,1,1,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,35.0,,17,Transient,103.08601136122444,0,0,Canceled,2025-03-19
Resort Hotel,0,258,2016,August,36,28,2,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,101.76484232418407,1,1,Check-Out,2025-03-31
City Hotel,1,161,2017,July,27,8,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,78.45695026084294,0,0,Canceled,2024-09-24
Resort Hotel,0,46,2016,April,16,14,2,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,177.0,,0,Transient,60.74048768495495,0,1,Check-Out,2025-04-25
City Hotel,0,105,2016,February,8,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,67.0,0,Transient-Party,91.33498745059248,0,0,Check-Out,2025-04-24
City Hotel,0,23,2017,July,29,17,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,156.95173077633942,0,1,Check-Out,2025-01-22
City Hotel,0,121,2015,July,30,23,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1.0,,0,Transient-Party,0.0,0,0,Check-Out,2025-05-06
City Hotel,0,54,2016,July,27,1,1,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,120.12384054152358,0,1,Check-Out,2025-03-29
City Hotel,0,53,2016,March,11,6,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,68.84802761810512,0,0,Check-Out,2024-11-18
City Hotel,0,121,2016,March,13,25,2,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,28.0,,0,Transient,52.75349245280683,0,1,Check-Out,2025-01-09
Resort Hotel,0,65,2016,April,18,26,0,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient,45.420437510920976,0,0,Check-Out,2025-01-19
City Hotel,1,25,2016,December,52,23,2,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,86.0,,0,Transient,89.19640960459704,0,0,Canceled,2025-05-27
City Hotel,0,23,2017,July,28,12,0,2,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,153.45574253882677,0,1,Check-Out,2024-11-28
Resort Hotel,0,0,2017,June,22,1,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,384.0,0,Transient-Party,82.3695516614982,0,0,Check-Out,2025-08-22
City Hotel,1,209,2017,May,22,30,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19.0,,0,Transient,118.1439526459835,0,0,Canceled,2025-05-29
Resort Hotel,0,6,2016,February,8,19,0,1,3,0.0,0,BB,AUT,Direct,Direct,0,0,0,A,G,2,No Deposit,,,0,Transient,45.41835638773772,0,1,Check-Out,2025-01-27
City Hotel,1,72,2017,March,9,2,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,44,Transient,100.76508448753657,0,0,Canceled,2025-02-15
Resort Hotel,0,150,2016,August,33,12,2,6,2,0.0,0,Undefined,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,2,No Deposit,314.0,,0,Transient-Party,198.49228488574255,0,1,Check-Out,2024-10-09
Resort Hotel,1,161,2016,July,28,8,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,115.46898231260259,0,0,Canceled,2024-11-11
City Hotel,1,126,2016,May,23,31,0,3,1,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,,202.0,0,Transient,101.97445179875102,0,0,Canceled,2025-03-12
City Hotel,1,449,2016,August,32,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.1555550811161,0,0,Canceled,2025-02-18
City Hotel,0,92,2016,July,28,4,1,3,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168.0,,0,Transient,107.75906035657093,0,0,Check-Out,2025-01-24
Resort Hotel,0,2,2016,March,10,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,,379.0,0,Transient,35.43336687872934,0,0,Check-Out,2025-01-10
Resort Hotel,1,110,2016,April,15,4,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,Non Refund,273.0,,0,Transient,65.69672711263834,0,0,Canceled,2025-07-09
City Hotel,0,209,2017,May,21,25,1,3,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.77691515686163,0,2,Check-Out,2025-01-13
City Hotel,0,10,2015,October,43,22,1,3,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27.0,,0,Transient,62.394691644973655,0,0,Check-Out,2025-04-14
City Hotel,1,25,2016,October,42,13,0,1,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,234.0,,0,Transient-Party,127.60553449340718,0,0,Canceled,2025-07-26
City Hotel,0,78,2016,April,14,2,2,2,1,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient,67.38419360478144,0,0,Check-Out,2025-07-08
City Hotel,0,305,2016,December,52,23,1,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,114.66797045645679,0,2,Check-Out,2025-07-18
City Hotel,1,269,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,132.0061610685692,0,0,Canceled,2025-05-23
Resort Hotel,0,25,2015,August,35,25,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,140.1716589013604,0,3,Check-Out,2025-01-22
City Hotel,1,6,2016,September,38,13,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,187.72780704413915,0,2,Canceled,2025-03-11
Resort Hotel,1,94,2016,December,52,23,2,2,1,0.0,0,BB,BLR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,35.99569490660305,0,0,Canceled,2025-08-08
City Hotel,0,137,2017,June,26,28,0,3,2,0.0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,94.54249187901407,0,2,Check-Out,2025-09-10
City Hotel,0,33,2016,June,24,9,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,103.46062647136372,0,0,Check-Out,2024-12-10
Resort Hotel,1,60,2017,June,25,18,2,5,1,1.0,0,HB,GBR,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,240.0,,0,Transient,250.9586945547713,0,1,Canceled,2024-11-14
City Hotel,0,11,2015,October,43,23,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient-Party,75.74641106355728,0,0,Check-Out,2025-02-16
City Hotel,0,141,2015,August,36,31,1,2,2,0.0,0,HB,ISR,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1.0,,0,Transient-Party,78.81191407813736,0,1,Check-Out,2025-02-20
City Hotel,1,56,2017,January,4,23,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326.0,,0,Transient,84.42911611922733,0,0,Canceled,2025-03-26
City Hotel,0,1,2015,August,33,12,0,3,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Group,97.89318493742799,0,0,Check-Out,2024-11-25
City Hotel,0,81,2017,May,19,13,1,1,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,213.8516346565418,0,0,Check-Out,2025-05-26
Resort Hotel,0,4,2016,February,9,22,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,46.04973823820441,0,1,Check-Out,2024-12-14
Resort Hotel,0,31,2017,April,14,6,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,124.15641171304931,0,1,Check-Out,2025-04-03
City Hotel,0,142,2017,May,21,27,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Transient,111.44666915938664,0,0,Check-Out,2024-11-06
Resort Hotel,1,281,2016,September,39,20,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,68.96434694147102,0,2,Canceled,2024-12-27
City Hotel,1,153,2016,July,27,1,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,47.69187870140265,0,0,Canceled,2025-02-23
City Hotel,1,252,2015,September,36,3,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,51.801597005093846,0,0,Canceled,2024-09-12
City Hotel,0,37,2016,December,53,27,0,1,1,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,220.0,,0,Transient-Party,67.7493775060756,0,0,Check-Out,2025-01-17
City Hotel,1,190,2017,July,30,27,0,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,160.57695401257885,0,0,Canceled,2025-04-11
City Hotel,0,91,2017,May,18,4,0,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,135.49008030707432,0,1,Check-Out,2025-06-01
City Hotel,0,123,2016,July,28,5,0,2,2,0.0,0,SC,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient-Party,101.94836635823127,0,1,Check-Out,2025-07-19
Resort Hotel,0,22,2017,February,8,23,0,2,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,68.0,,0,Transient-Party,58.04956606978701,0,0,Check-Out,2025-06-17
City Hotel,1,155,2015,December,53,30,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,79,Transient,74.66281587488919,0,0,Canceled,2024-10-27
City Hotel,0,299,2016,May,22,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,2,No Deposit,30.0,,0,Transient-Party,97.20468803118436,0,0,Check-Out,2024-09-18
City Hotel,0,20,2015,July,31,27,1,1,2,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,64.11508523929339,0,0,Check-Out,2025-02-25
City Hotel,1,144,2017,May,21,26,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,43.0,0,Transient,174.35448304519448,0,0,Canceled,2025-06-13
Resort Hotel,0,17,2016,April,17,19,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,3,A,D,0,No Deposit,,113.0,0,Transient,43.85056377868136,0,0,Check-Out,2024-11-18
City Hotel,0,94,2015,December,51,17,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,40.0,0,Transient,0.0,0,0,Check-Out,2024-12-17
City Hotel,0,44,2016,June,27,26,2,2,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.86971980850257,0,1,Check-Out,2025-03-29
City Hotel,0,9,2016,February,7,10,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,86.32077411850827,0,1,Check-Out,2024-10-11
City Hotel,0,43,2017,February,8,22,0,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,58.5697720944218,0,1,Check-Out,2025-03-29
City Hotel,0,329,2016,July,31,30,1,1,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,99.82558590852484,0,1,Check-Out,2025-07-10
City Hotel,0,53,2016,January,5,28,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,87.0,,0,Transient-Party,90.13539456663193,0,0,Check-Out,2024-12-26
City Hotel,0,0,2015,October,40,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,96.0,0,Transient,110.21848423165429,0,1,Check-Out,2024-12-09
City Hotel,1,281,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,26.0,,0,Transient,102.53754270464884,0,0,Canceled,2025-06-08
City Hotel,0,28,2016,December,49,2,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,95.1039943323578,0,0,Check-Out,2025-05-25
City Hotel,0,188,2016,September,38,17,2,1,1,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient-Party,148.90652074370183,0,0,Check-Out,2025-03-12
City Hotel,0,137,2016,August,33,12,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,105.62608161309677,0,1,Check-Out,2025-01-14
City Hotel,0,1,2016,June,24,8,0,3,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,152.0,,0,Transient,76.5572026298823,0,2,Check-Out,2025-08-28
City Hotel,1,148,2015,December,53,29,0,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,73.87363250306159,0,0,Canceled,2025-06-02
City Hotel,1,1,2017,March,11,16,0,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,100.12375359281414,0,0,No-Show,2025-06-10
City Hotel,0,114,2017,April,17,25,0,4,2,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,125.04186412574195,0,1,Check-Out,2024-10-11
City Hotel,0,7,2015,October,43,21,0,1,2,0.0,0,BB,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,121.03160215624965,0,0,Check-Out,2025-03-24
City Hotel,1,9,2016,April,17,19,0,1,2,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.58611471570714,0,0,Canceled,2025-07-10
City Hotel,1,419,2016,August,33,11,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,70.07171475151452,0,0,Canceled,2024-12-01
Resort Hotel,1,121,2016,January,1,2,0,1,2,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305.0,,0,Transient,67.98090959089933,0,0,Canceled,2025-02-15
City Hotel,0,76,2015,October,44,28,0,3,2,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,58,Transient-Party,88.52320751846648,0,1,Check-Out,2025-03-11
City Hotel,1,49,2016,May,20,12,1,3,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.11433403382658,0,0,Canceled,2024-12-14
City Hotel,0,88,2015,August,35,23,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8.0,,0,Transient,72.59394444474984,0,1,Check-Out,2025-02-20
Resort Hotel,0,99,2016,May,23,30,1,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,90.82476469095312,0,1,Check-Out,2025-05-01
Resort Hotel,0,6,2015,November,45,3,0,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,37.065393301760324,0,1,Check-Out,2024-11-28
Resort Hotel,0,0,2017,January,5,30,1,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,510.0,,0,Transient,41.600589363032014,0,0,Check-Out,2025-02-18
City Hotel,1,271,2017,May,22,31,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,87.48277406892038,0,0,Canceled,2024-12-18
Resort Hotel,0,213,2015,October,41,10,1,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,208.0,,0,Transient-Party,65.18218368186842,0,1,Check-Out,2025-07-13
City Hotel,1,86,2016,April,15,7,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,86.7058012364227,0,0,Canceled,2025-05-21
City Hotel,0,8,2017,February,6,10,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,3,No Deposit,14.0,,0,Transient,82.9977197357639,1,0,Check-Out,2025-04-15
City Hotel,0,18,2017,July,27,6,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,197.5100078269893,0,1,Check-Out,2025-04-01
City Hotel,0,375,2017,June,26,25,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,118.35319076467889,0,1,Check-Out,2025-02-14
City Hotel,0,168,2017,July,28,13,2,5,2,2.0,0,HB,DNK,Direct,Direct,0,0,0,E,E,1,No Deposit,14.0,,0,Transient,217.89602091653924,0,3,Check-Out,2025-08-08
Resort Hotel,1,56,2016,December,52,23,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,58.98720566210479,0,0,Canceled,2024-10-14
City Hotel,0,81,2017,August,33,14,1,3,3,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient-Party,185.92737766797188,0,0,Check-Out,2025-03-01
City Hotel,0,137,2017,August,34,20,2,1,1,0.0,0,BB,KOR,Direct,Direct,0,0,0,D,D,1,No Deposit,14.0,,0,Transient,149.44705330144413,0,0,Check-Out,2025-03-04
Resort Hotel,0,12,2017,June,23,9,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,,0,Transient,112.1070722680848,1,0,Check-Out,2025-07-19
